sourceTypeID,modelYearID,fuelTypeID,engTechID,fuelEngFraction
11,1960,1,1,1
11,1961,1,1,1
11,1962,1,1,1
11,1963,1,1,1
11,1964,1,1,1
11,1965,1,1,1
11,1966,1,1,1
11,1967,1,1,1
11,1968,1,1,1
11,1969,1,1,1
11,1970,1,1,1
11,1971,1,1,1
11,1972,1,1,1
11,1973,1,1,1
11,1974,1,1,1
11,1975,1,1,1
11,1976,1,1,1
11,1977,1,1,1
11,1978,1,1,1
11,1979,1,1,1
11,1980,1,1,1
11,1981,1,1,1
11,1982,1,1,1
11,1983,1,1,1
11,1984,1,1,1
11,1985,1,1,1
11,1986,1,1,1
11,1987,1,1,1
11,1988,1,1,1
11,1989,1,1,1
11,1990,1,1,1
11,1991,1,1,1
11,1992,1,1,1
11,1993,1,1,1
11,1994,1,1,1
11,1995,1,1,1
11,1996,1,1,1
11,1997,1,1,1
11,1998,1,1,1
11,1999,1,1,1
11,2000,1,1,1
11,2001,1,1,1
11,2002,1,1,1
11,2003,1,1,1
11,2004,1,1,1
11,2005,1,1,1
11,2006,1,1,1
11,2007,1,1,1
11,2008,1,1,1
11,2009,1,1,1
11,2010,1,1,1
11,2011,1,1,1
11,2012,1,1,1
11,2013,1,1,1
11,2014,1,1,1
11,2015,1,1,1
11,2016,1,1,1
11,2017,1,1,1
11,2018,1,1,1
11,2019,1,1,1
11,2020,1,1,1
11,2021,1,1,1
11,2022,1,1,1
11,2023,1,1,1
11,2024,1,1,1
11,2025,1,1,1
11,2026,1,1,1
11,2027,1,1,1
11,2028,1,1,1
11,2029,1,1,1
11,2030,1,1,1
11,2031,1,1,1
11,2032,1,1,1
11,2033,1,1,1
11,2034,1,1,1
11,2035,1,1,1
11,2036,1,1,1
11,2037,1,1,1
11,2038,1,1,1
11,2039,1,1,1
11,2040,1,1,1
11,2041,1,1,1
11,2042,1,1,1
11,2043,1,1,1
11,2044,1,1,1
11,2045,1,1,1
11,2046,1,1,1
11,2047,1,1,1
11,2048,1,1,1
11,2049,1,1,1
11,2050,1,1,1
21,1960,1,1,0.993123089
21,1960,2,1,0.006876911
21,1960,5,1,0.000000000000001
21,1960,9,30,0.000000000000001
21,1961,1,1,0.993123089
21,1961,2,1,0.006876911
21,1961,5,1,0.000000000000001
21,1961,9,30,0.000000000000001
21,1962,1,1,0.993123089
21,1962,2,1,0.006876911
21,1962,5,1,0.000000000000001
21,1962,9,30,0.000000000000001
21,1963,1,1,0.993123089
21,1963,2,1,0.006876911
21,1963,5,1,0.000000000000001
21,1963,9,30,0.000000000000001
21,1964,1,1,0.993123089
21,1964,2,1,0.006876911
21,1964,5,1,0.000000000000001
21,1964,9,30,0.000000000000001
21,1965,1,1,0.993123089
21,1965,2,1,0.006876911
21,1965,5,1,0.000000000000001
21,1965,9,30,0.000000000000001
21,1966,1,1,0.993123089
21,1966,2,1,0.006876911
21,1966,5,1,0.000000000000001
21,1966,9,30,0.000000000000001
21,1967,1,1,0.993123089
21,1967,2,1,0.006876911
21,1967,5,1,0.000000000000001
21,1967,9,30,0.000000000000001
21,1968,1,1,0.993123089
21,1968,2,1,0.006876911
21,1968,5,1,0.000000000000001
21,1968,9,30,0.000000000000001
21,1969,1,1,0.993123089
21,1969,2,1,0.006876911
21,1969,5,1,0.000000000000001
21,1969,9,30,0.000000000000001
21,1970,1,1,0.993123089
21,1970,2,1,0.006876911
21,1970,5,1,0.000000000000001
21,1970,9,30,0.000000000000001
21,1971,1,1,0.993123089
21,1971,2,1,0.006876911
21,1971,5,1,0.000000000000001
21,1971,9,30,0.000000000000001
21,1972,1,1,0.993123089
21,1972,2,1,0.006876911
21,1972,5,1,0.000000000000001
21,1972,9,30,0.000000000000001
21,1973,1,1,0.993123089
21,1973,2,1,0.006876911
21,1973,5,1,0.000000000000001
21,1973,9,30,0.000000000000001
21,1974,1,1,0.993123089
21,1974,2,1,0.006876911
21,1974,5,1,0.000000000000001
21,1974,9,30,0.000000000000001
21,1975,1,1,0.981979805
21,1975,2,1,0.018020195
21,1975,5,1,0.000000000000001
21,1975,9,30,0.000000000000001
21,1976,1,1,0.983491195
21,1976,2,1,0.016508805
21,1976,5,1,0.000000000000001
21,1976,9,30,0.000000000000001
21,1977,1,1,0.987068296
21,1977,2,1,0.012931704
21,1977,5,1,0.000000000000001
21,1977,9,30,0.000000000000001
21,1978,1,1,0.984942704
21,1978,2,1,0.015057296
21,1978,5,1,0.000000000000001
21,1978,9,30,0.000000000000001
21,1979,1,1,0.968833708
21,1979,2,1,0.031166292
21,1979,5,1,0.000000000000001
21,1979,9,30,0.000000000000001
21,1980,1,1,0.953329287
21,1980,2,1,0.046670713
21,1980,5,1,0.000000000000001
21,1980,9,30,0.000000000000001
21,1981,1,1,0.923598274
21,1981,2,1,0.076401726
21,1981,5,1,0.000000000000001
21,1981,9,30,0.000000000000001
21,1982,1,1,0.893278136
21,1982,2,1,0.106721864
21,1982,5,1,0.000000000000001
21,1982,9,30,0.000000000000001
21,1983,1,1,0.922683485
21,1983,2,1,0.077316515
21,1983,5,1,0.000000000000001
21,1983,9,30,0.000000000000001
21,1984,1,1,0.955646181
21,1984,2,1,0.044353819
21,1984,5,1,0.000000000000001
21,1984,9,30,0.000000000000001
21,1985,1,1,0.966250914
21,1985,2,1,0.033749086
21,1985,5,1,0.000000000000001
21,1985,9,30,0.000000000000001
21,1986,1,1,0.991117689
21,1986,2,1,0.008882311
21,1986,5,1,0.000000000000001
21,1986,9,30,0.000000000000001
21,1987,1,1,0.987233064
21,1987,2,1,0.012766936
21,1987,5,1,0.000000000000001
21,1987,9,30,0.000000000000001
21,1988,1,1,0.999740009
21,1988,2,1,0.000259991
21,1988,5,1,0.000000000000001
21,1988,9,30,0.000000000000001
21,1989,1,1,0.999089361
21,1989,2,1,0.000910639
21,1989,5,1,0.000000000000001
21,1989,9,30,0.000000000000001
21,1990,1,1,0.998935964
21,1990,2,1,0.001064036
21,1990,5,1,0.000000000000001
21,1990,9,30,0.000000000000001
21,1991,1,1,0.997176674
21,1991,2,1,0.002823326
21,1991,5,1,0.000000000000001
21,1991,9,30,0.000000000000001
21,1992,1,1,0.998834703
21,1992,2,1,0.001165297
21,1992,5,1,0.000000000000001
21,1992,9,30,0.000000000000001
21,1993,1,1,0.999308276
21,1993,2,1,0.000691724
21,1993,5,1,0.000000000000001
21,1993,9,30,0.000000000000001
21,1994,1,1,0.999849895
21,1994,2,1,0.000150105
21,1994,5,1,0.000000000000001
21,1994,9,30,0.000000000000001
21,1995,1,1,0.99905736
21,1995,2,1,0.00094264
21,1995,5,1,0.000000000000001
21,1995,9,30,0.000000000000001
21,1996,1,1,0.998756776
21,1996,2,1,0.001243224
21,1996,5,1,0.000000000000001
21,1996,9,30,0.000000000000001
21,1997,1,1,0.999092613
21,1997,2,1,0.000907387
21,1997,5,1,0.000000000000001
21,1997,9,30,0.000000000000001
21,1998,1,1,0.988774032
21,1998,2,1,0.00220741
21,1998,5,1,0.009018558
21,1998,9,30,0.000000000000001
21,1999,1,1,0.981177294
21,1999,2,1,0.001878666
21,1999,5,1,0.01694404
21,1999,9,30,0.000000000000001
21,2000,1,1,0.97554235
21,2000,2,1,0.00257312
21,2000,5,1,0.02188453
21,2000,9,30,0.000000000000001
21,2001,1,1,0.974027877
21,2001,2,1,0.002976469
21,2001,5,1,0.022995654
21,2001,9,30,0.000000000000001
21,2002,1,1,0.962321715
21,2002,2,1,0.004305575
21,2002,5,1,0.03337271
21,2002,9,30,0.000000000000001
21,2003,1,1,0.960066352
21,2003,2,1,0.003920335
21,2003,5,1,0.036013313
21,2003,9,30,0.000000000000001
21,2004,1,1,0.967151757
21,2004,2,1,0.003106393
21,2004,5,1,0.029741849
21,2004,9,30,0.000000000000001
21,2005,1,1,0.964805199
21,2005,2,1,0.004790385
21,2005,5,1,0.030404416
21,2005,9,30,0.000000000000001
21,2006,1,1,0.958769905
21,2006,2,1,0.006891759
21,2006,5,1,0.034338336
21,2006,9,30,0.000000000000001
21,2007,1,1,0.963121386
21,2007,2,1,0.000342332
21,2007,5,1,0.036536282
21,2007,9,30,0.000000000000001
21,2008,1,1,0.948716509
21,2008,2,1,0.000533532
21,2008,5,1,0.050749959
21,2008,9,30,0.000000000000001
21,2009,1,1,0.948159185
21,2009,2,1,0.007367972
21,2009,5,1,0.044472842
21,2009,9,30,0.000000000000001
21,2010,1,1,0.935790663
21,2010,2,1,0.01012272
21,2010,5,1,0.054086617
21,2010,9,30,0.000000000000001
21,2011,1,1,0.913843364
21,2011,2,1,0.011745962
21,2011,5,1,0.074410674
21,2011,9,30,0.000000000000001
21,2012,1,1,0.895682295
21,2012,2,1,0.011745962
21,2012,5,1,0.092571743
21,2012,9,30,0.000000000000001
21,2013,1,1,0.937279596
21,2013,2,1,0.011745962
21,2013,5,1,0.050974443
21,2013,9,30,0.000000000000001
21,2014,1,1,0.93746439
21,2014,2,1,0.011745962
21,2014,5,1,0.050789648
21,2014,9,30,0.000000000000001
21,2015,1,1,0.937289164
21,2015,2,1,0.011745962
21,2015,5,1,0.050964874
21,2015,9,30,0.000000000000001
21,2016,1,1,0.937234529
21,2016,2,1,0.011745962
21,2016,5,1,0.051019509
21,2016,9,30,0.000000000000001
21,2017,1,1,0.937115854
21,2017,2,1,0.011745962
21,2017,5,1,0.051138185
21,2017,9,30,0.000000000000001
21,2018,1,1,0.936412528
21,2018,2,1,0.011745962
21,2018,5,1,0.05184151
21,2018,9,30,0.000000000000001
21,2019,1,1,0.935253486
21,2019,2,1,0.011745962
21,2019,5,1,0.053000552
21,2019,9,30,0.000000000000001
21,2020,1,1,0.936415019
21,2020,2,1,0.011745962
21,2020,5,1,0.05183902
21,2020,9,30,0.000000000000001
21,2021,1,1,0.935945215
21,2021,2,1,0.011745962
21,2021,5,1,0.052308823
21,2021,9,30,0.000000000000001
21,2022,1,1,0.934551941
21,2022,2,1,0.011745962
21,2022,5,1,0.053702097
21,2022,9,30,0.000000000000001
21,2023,1,1,0.935968351
21,2023,2,1,0.011745962
21,2023,5,1,0.052285687
21,2023,9,30,0.000000000000001
21,2024,1,1,0.936511482
21,2024,2,1,0.011745962
21,2024,5,1,0.051742556
21,2024,9,30,0.000000000000001
21,2025,1,1,0.936477874
21,2025,2,1,0.011745962
21,2025,5,1,0.051776164
21,2025,9,30,0.000000000000001
21,2026,1,1,0.93638114
21,2026,2,1,0.011745962
21,2026,5,1,0.051872898
21,2026,9,30,0.000000000000001
21,2027,1,1,0.936139927
21,2027,2,1,0.011745962
21,2027,5,1,0.052114111
21,2027,9,30,0.000000000000001
21,2028,1,1,0.935788012
21,2028,2,1,0.011745962
21,2028,5,1,0.052466026
21,2028,9,30,0.000000000000001
21,2029,1,1,0.935320298
21,2029,2,1,0.011745962
21,2029,5,1,0.05293374
21,2029,9,30,0.000000000000001
21,2030,1,1,0.934850769
21,2030,2,1,0.011745962
21,2030,5,1,0.05340327
21,2030,9,30,0.000000000000001
21,2031,1,1,0.934728261
21,2031,2,1,0.011745962
21,2031,5,1,0.053525778
21,2031,9,30,0.000000000000001
21,2032,1,1,0.935037266
21,2032,2,1,0.011745962
21,2032,5,1,0.053216772
21,2032,9,30,0.000000000000001
21,2033,1,1,0.935509053
21,2033,2,1,0.011745962
21,2033,5,1,0.052744985
21,2033,9,30,0.000000000000001
21,2034,1,1,0.935899838
21,2034,2,1,0.011745962
21,2034,5,1,0.052354201
21,2034,9,30,0.000000000000001
21,2035,1,1,0.936500582
21,2035,2,1,0.011745962
21,2035,5,1,0.051753457
21,2035,9,30,0.000000000000001
21,2036,1,1,0.936788299
21,2036,2,1,0.011745962
21,2036,5,1,0.051465739
21,2036,9,30,0.000000000000001
21,2037,1,1,0.93708943
21,2037,2,1,0.011745962
21,2037,5,1,0.051164609
21,2037,9,30,0.000000000000001
21,2038,1,1,0.937317008
21,2038,2,1,0.011745962
21,2038,5,1,0.05093703
21,2038,9,30,0.000000000000001
21,2039,1,1,0.937338058
21,2039,2,1,0.011745962
21,2039,5,1,0.050915981
21,2039,9,30,0.000000000000001
21,2040,1,1,0.937355697
21,2040,2,1,0.011745962
21,2040,5,1,0.050898341
21,2040,9,30,0.000000000000001
21,2041,1,1,0.937355697
21,2041,2,1,0.011745962
21,2041,5,1,0.050898341
21,2041,9,30,0.000000000000001
21,2042,1,1,0.937355697
21,2042,2,1,0.011745962
21,2042,5,1,0.050898341
21,2042,9,30,0.000000000000001
21,2043,1,1,0.937355697
21,2043,2,1,0.011745962
21,2043,5,1,0.050898341
21,2043,9,30,0.000000000000001
21,2044,1,1,0.937355697
21,2044,2,1,0.011745962
21,2044,5,1,0.050898341
21,2044,9,30,0.000000000000001
21,2045,1,1,0.937355697
21,2045,2,1,0.011745962
21,2045,5,1,0.050898341
21,2045,9,30,0.000000000000001
21,2046,1,1,0.937355697
21,2046,2,1,0.011745962
21,2046,5,1,0.050898341
21,2046,9,30,0.000000000000001
21,2047,1,1,0.937355697
21,2047,2,1,0.011745962
21,2047,5,1,0.050898341
21,2047,9,30,0.000000000000001
21,2048,1,1,0.937355697
21,2048,2,1,0.011745962
21,2048,5,1,0.050898341
21,2048,9,30,0.000000000000001
21,2049,1,1,0.937355697
21,2049,2,1,0.011745962
21,2049,5,1,0.050898341
21,2049,9,30,0.000000000000001
21,2050,1,1,0.937355697
21,2050,2,1,0.011745962
21,2050,5,1,0.050898341
21,2050,9,30,0.000000000000001
31,1960,1,1,0.98608
31,1960,2,1,0.01392
31,1960,5,1,0.000000000000001
31,1960,9,30,0.000000000000001
31,1961,1,1,0.98608
31,1961,2,1,0.01392
31,1961,5,1,0.000000000000001
31,1961,9,30,0.000000000000001
31,1962,1,1,0.98608
31,1962,2,1,0.01392
31,1962,5,1,0.000000000000001
31,1962,9,30,0.000000000000001
31,1963,1,1,0.98608
31,1963,2,1,0.01392
31,1963,5,1,0.000000000000001
31,1963,9,30,0.000000000000001
31,1964,1,1,0.98608
31,1964,2,1,0.01392
31,1964,5,1,0.000000000000001
31,1964,9,30,0.000000000000001
31,1965,1,1,0.98608
31,1965,2,1,0.01392
31,1965,5,1,0.000000000000001
31,1965,9,30,0.000000000000001
31,1966,1,1,0.98608
31,1966,2,1,0.01392
31,1966,5,1,0.000000000000001
31,1966,9,30,0.000000000000001
31,1967,1,1,0.986080003
31,1967,2,1,0.013919997
31,1967,5,1,0.000000000000001
31,1967,9,30,0.000000000000001
31,1968,1,1,0.986080001
31,1968,2,1,0.013919999
31,1968,5,1,0.000000000000001
31,1968,9,30,0.000000000000001
31,1969,1,1,0.98608
31,1969,2,1,0.01392
31,1969,5,1,0.000000000000001
31,1969,9,30,0.000000000000001
31,1970,1,1,0.986079998
31,1970,2,1,0.013920002
31,1970,5,1,0.000000000000001
31,1970,9,30,0.000000000000001
31,1971,1,1,0.986080003
31,1971,2,1,0.013919997
31,1971,5,1,0.000000000000001
31,1971,9,30,0.000000000000001
31,1972,1,1,0.986080003
31,1972,2,1,0.013919997
31,1972,5,1,0.000000000000001
31,1972,9,30,0.000000000000001
31,1973,1,1,0.986079993
31,1973,2,1,0.013920007
31,1973,5,1,0.000000000000001
31,1973,9,30,0.000000000000001
31,1974,1,1,0.986079994
31,1974,2,1,0.013920006
31,1974,5,1,0.000000000000001
31,1974,9,30,0.000000000000001
31,1975,1,1,0.986080007
31,1975,2,1,0.013919993
31,1975,5,1,0.000000000000001
31,1975,9,30,0.000000000000001
31,1976,1,1,0.986080003
31,1976,2,1,0.013919997
31,1976,5,1,0.000000000000001
31,1976,9,30,0.000000000000001
31,1977,1,1,0.986080001
31,1977,2,1,0.013919999
31,1977,5,1,0.000000000000001
31,1977,9,30,0.000000000000001
31,1978,1,1,0.986080001
31,1978,2,1,0.013919999
31,1978,5,1,0.000000000000001
31,1978,9,30,0.000000000000001
31,1979,1,1,0.986080001
31,1979,2,1,0.013919999
31,1979,5,1,0.000000000000001
